Version,OCP Version,Cluster,Duration,Iteration,Component,CPU,Steady Workloads - Avg
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-local-storage"", pod=""local-storage-operator-""}",0.0005855,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-logging"", pod=""cluster-logging-operator-""}",0.0051171,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-logging"", pod=""collector-""}",0.426138,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-api"", pod=""cluster-autoscaler-operator-""}",0.0012914,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""open-cluster-management-agent-addon"", pod=""governance-policy-framework-""}",0.0057312,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-api"", pod=""cluster-baremetal-operator-""}",0.0006022,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-api"", pod=""machine-api-operator-""}",0.0006175,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-controller-""}",0.0014767,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-daemon-""}",0.0005902,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-operator-""}",0.0037682,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-server-""}",0.0000393,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-marketplace"", pod=""amq-operator-""}",0.002957,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-marketplace"", pod=""marketplace-operator-""}",0.0018773,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""cluster-monitoring-operator-""}",0.0031974,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""kube-state-metrics-""}",0.0018955,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-workmgr-""}",0.0020601,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""node-exporter-""}",0.0058034,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""openshift-state-metrics-""}",0.0003128,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-adapter-""}",0.0051084,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-k8s-0""}",0.1232498,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-""}",0.0008478,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-admission-webhook-""}",0.0030129,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-monitoring"", pod=""thanos-querier-""}",0.0036139,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-multus"", pod=""multus-additional-cni-plugins-""}",0,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-multus"", pod=""multus-admission-controller-""}",0.0008165,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-multus"", pod=""multus-""}",0.0162154,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-apiserver"", pod=""apiserver-""}",0.047491,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-multus"", pod=""network-metrics-daemon-""}",0.0006658,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-network-diagnostics"", pod=""network-check-source-""}",0.0036794,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-network-diagnostics"", pod=""network-check-target-""}",0.0000612,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-network-operator"", pod=""network-operator-""}",0.0077089,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-oauth-apiserver"", pod=""apiserver-""}",0.0310847,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""catalog-operator-""}",0.0020594,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""olm-operator-""}",0.0115648,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""package-server-manager-""}",0.0003688,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""packageserver-""}",0.0037611,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-master-""}",0.008008,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-apiserver-operator"", pod=""openshift-apiserver-operator-""}",0.0079063,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-node-""}",0.0198751,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-ptp"", pod=""linuxptp-daemon-""}",0.0036319,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-ptp"", pod=""ptp-operator-""}",0.0006313,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-service-ca"", pod=""service-ca-""}",0.0047673,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-service-ca-operator"", pod=""service-ca-operator-""}",0.0033992,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""network-resources-injector-""}",0.007967,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""operator-webhook-""}",0.0005668,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-device-plugin-""}",0.0000399,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-config-daemon-""}",0.0046419,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-operator-""}",0.000907,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""openshift-authentication"", pod=""oauth-openshift-""}",0.0042561,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""vran-acceleration-operators"", pod=""accelerator-discovery-""}",0,
4.11,4.11.0-rc.1,worker-0,8h,5,"{namespace=""vran-acceleration-operators"", pod=""sriov-fec-controller-manager-""}",0.0031977,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""NetworkManager""}",0.000266,1.7051767
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""agetty""}",0.0009014,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""auditd""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""crio""}",0.014768,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""dbus-daemon""}",0.0000708,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""dnsmasq""}",0.0000319,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""irqbalance""}",0.0009542,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""kubelet""}",0.1474558,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""ovs-vswitchd""}",0.0726812,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""ovsdb-server""}",0.0022202,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""polkitd""}",0.0000021,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""rdma-ndd""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""rpc.statd""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""rpcbind""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""sshd""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""sssd""}",0.0000389,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""stalld""}",0.0152875,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""systemd""}",0.0001528,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""systemd-journald""}",0.0002458,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""systemd-logind""}",0.0000049,
4.11,4.11.0-rc.1,worker-0,8h,6,"{groupname=""systemd-udevd""}",0.000016,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""amq-router"", pod=""interconnect-operator-""}",0.0021632,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-""}",0.0050501,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-authentication-operator"", pod=""authentication-operator-""}",0.0186136,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cloud-controller-manager-operator"", pod=""cluster-cloud-controller-manager-operator-""}",0.0008151,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cloud-credential-operator"", pod=""cloud-credential-operator-""}",0.0021765,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-machine-approver"", pod=""machine-approver-""}",0.0018935,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""cluster-node-tuning-operator-""}",0.0010418,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""tuned-""}",0.0010687,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-samples-operator"", pod=""cluster-samples-operator-""}",0.0021594,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-storage-operator"", pod=""cluster-storage-operator-""}",0.0045543,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-""}",0.0001287,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-operator-""}",0.0046534,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-registration-agent-""}",0.0043265,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-webhook-""}",0.0003094,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-cluster-version"", pod=""cluster-version-operator-""}",0.0097765,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-config-operator"", pod=""openshift-config-operator-""}",0.0067069,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-console-operator"", pod=""console-operator-""}",0.0055889,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-controller-manager"", pod=""controller-manager-""}",0.0043639,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-controller-manager-operator"", pod=""openshift-controller-manager-operator-""}",0.0055093,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-dns"", pod=""dns-default-""}",0.0036905,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-dns"", pod=""node-resolver-""}",0.0009793,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-dns-operator"", pod=""dns-operator-""}",0.0007314,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-etcd"", pod=""etcd-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1156758,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-work-agent-""}",0.0052555,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-etcd-operator"", pod=""etcd-operator-""}",0.0092499,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-hw-events"", pod=""hw-event-proxy-operator-controller-manager-""}",0.0022455,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-image-registry"", pod=""cluster-image-registry-operator-""}",0.0017941,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-image-registry"", pod=""node-ca-""}",0.0003134,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ingress"", pod=""router-default-""}",0.0018425,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ingress-canary"", pod=""ingress-canary-""}",0.0000856,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ingress-operator"", pod=""ingress-operator-""}",0.0020322,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-insights"", pod=""insights-operator-""}",0.0029036,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-apiserver"", pod=""kube-apiserver-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.3367773,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-apiserver-operator"", pod=""kube-apiserver-operator-""}",0.0197088,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent-addon"", pod=""config-policy-controller-""}",0.0251116,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-controller-manager"", pod=""kube-controller-manager-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0264438,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-controller-manager-operator"", pod=""kube-controller-manager-operator-""}",0.0112607,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-scheduler"", pod=""openshift-kube-scheduler-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0042025,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-scheduler-operator"", pod=""openshift-kube-scheduler-operator-""}",0.0071838,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-storage-version-migrator"", pod=""migrator-""}",0.0001683,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-kube-storage-version-migrator-operator"", pod=""kube-storage-version-migrator-operator-""}",0.003009,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-local-storage"", pod=""local-storage-operator-""}",0.0005896,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-logging"", pod=""cluster-logging-operator-""}",0.0051123,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-logging"", pod=""collector-""}",0.42615,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-api"", pod=""cluster-autoscaler-operator-""}",0.0012226,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent-addon"", pod=""governance-policy-framework-""}",0.0057221,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-api"", pod=""cluster-baremetal-operator-""}",0.0006044,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-api"", pod=""machine-api-operator-""}",0.0006164,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-controller-""}",0.0014673,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-daemon-""}",0.0005952,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-operator-""}",0.0037258,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-server-""}",0.0000396,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-marketplace"", pod=""amq-operator-""}",0.0029662,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-marketplace"", pod=""marketplace-operator-""}",0.0019163,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""cluster-monitoring-operator-""}",0.0031866,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""kube-state-metrics-""}",0.0021525,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-workmgr-""}",0.0020552,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""node-exporter-""}",0.0058048,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""openshift-state-metrics-""}",0.0003173,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""prometheus-adapter-""}",0.0050853,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""prometheus-k8s-0""}",0.1226989,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-""}",0.0008488,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-admission-webhook-""}",0.0030201,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-monitoring"", pod=""thanos-querier-""}",0.0036726,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-multus"", pod=""multus-additional-cni-plugins-""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-multus"", pod=""multus-admission-controller-""}",0.0008131,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-multus"", pod=""multus-""}",0.0162635,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-apiserver"", pod=""apiserver-""}",0.047609,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-multus"", pod=""network-metrics-daemon-""}",0.0006566,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-network-diagnostics"", pod=""network-check-source-""}",0.0036929,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-network-diagnostics"", pod=""network-check-target-""}",0.0000627,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-network-operator"", pod=""network-operator-""}",0.0077072,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-oauth-apiserver"", pod=""apiserver-""}",0.0311263,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-operator-lifecycle-manager"", pod=""catalog-operator-""}",0.0020735,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-operator-lifecycle-manager"", pod=""olm-operator-""}",0.0114729,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-operator-lifecycle-manager"", pod=""package-server-manager-""}",0.0003681,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-operator-lifecycle-manager"", pod=""packageserver-""}",0.0037585,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-master-""}",0.0080385,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-apiserver-operator"", pod=""openshift-apiserver-operator-""}",0.0079673,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-node-""}",0.0200058,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ptp"", pod=""linuxptp-daemon-""}",0.0036443,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-ptp"", pod=""ptp-operator-""}",0.0006288,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-service-ca"", pod=""service-ca-""}",0.004755,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-service-ca-operator"", pod=""service-ca-operator-""}",0.0034103,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-sriov-network-operator"", pod=""network-resources-injector-""}",0.0011779,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-sriov-network-operator"", pod=""operator-webhook-""}",0.0005661,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-device-plugin-""}",0.0000405,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-config-daemon-""}",0.0046486,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-operator-""}",0.0009117,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""openshift-authentication"", pod=""oauth-openshift-""}",0.0042777,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""vran-acceleration-operators"", pod=""accelerator-discovery-""}",0,
4.11,4.11.0-rc.1,worker-0,8h,6,"{namespace=""vran-acceleration-operators"", pod=""sriov-fec-controller-manager-""}",0.0032677,
4.10,4.10.23,worker-2,8h,1,"{groupname=""NetworkManager""}",0.0002493,1.1229469
4.10,4.10.23,worker-2,8h,1,"{groupname=""agetty""}",0.0007417,
4.10,4.10.23,worker-2,8h,1,"{groupname=""auditd""}",0,
4.10,4.10.23,worker-2,8h,1,"{groupname=""chronyd""}",0.0001632,
4.10,4.10.23,worker-2,8h,1,"{groupname=""crio""}",0.014708,
4.10,4.10.23,worker-2,8h,1,"{groupname=""dbus-daemon""}",0.0000681,
4.10,4.10.23,worker-2,8h,1,"{groupname=""dnsmasq""}",0.0000306,
4.10,4.10.23,worker-2,8h,1,"{groupname=""irqbalance""}",0.0014264,
4.10,4.10.23,worker-2,8h,1,"{groupname=""kubelet""}",0.1332757,
4.10,4.10.23,worker-2,8h,1,"{groupname=""ovs-vswitchd""}",0.0332307,
4.10,4.10.23,worker-2,8h,1,"{groupname=""ovsdb-server""}",0.0016111,
4.10,4.10.23,worker-2,8h,1,"{groupname=""polkitd""}",0.0000007,
4.10,4.10.23,worker-2,8h,1,"{groupname=""rdma-ndd""}",0,
4.10,4.10.23,worker-2,8h,1,"{groupname=""rpc.statd""}",0,
4.10,4.10.23,worker-2,8h,1,"{groupname=""rpcbind""}",0.0000007,
4.10,4.10.23,worker-2,8h,1,"{groupname=""sshd""}",0,
4.10,4.10.23,worker-2,8h,1,"{groupname=""sssd""}",0.0000396,
4.10,4.10.23,worker-2,8h,1,"{groupname=""stalld""}",0.0110554,
4.10,4.10.23,worker-2,8h,1,"{groupname=""systemd""}",0.0001229,
4.10,4.10.23,worker-2,8h,1,"{groupname=""systemd-journald""}",0.0003396,
4.10,4.10.23,worker-2,8h,1,"{groupname=""systemd-logind""}",0,
4.10,4.10.23,worker-2,8h,1,"{groupname=""systemd-udevd""}",0.0000049,
4.10,4.10.23,worker-2,8h,1,"{namespace=""amq-router"", pod=""amq-router-""}",0.0005117,
4.10,4.10.23,worker-2,8h,1,"{namespace=""amq-router"", pod=""interconnect-operator-""}",0.0027748,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-authentication"", pod=""oauth-openshift-""}",0.0047767,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-authentication-operator"", pod=""authentication-operator-""}",0.0188458,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cloud-controller-manager-operator"", pod=""cluster-cloud-controller-manager-operator-""}",0.0009186,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cloud-credential-operator"", pod=""cloud-credential-operator-""}",0.0019144,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-machine-approver"", pod=""machine-approver-""}",0.0015934,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""cluster-node-tuning-operator-""}",0.0002229,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""tuned-""}",0.0001766,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-samples-operator"", pod=""cluster-samples-operator-""}",0.0012044,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-storage-operator"", pod=""cluster-storage-operator-""}",0.0039683,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-""}",0.0001349,
4.10,4.10.23,worker-2,8h,1,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-""}",0.005115,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-operator-""}",0.0032029,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-webhook-""}",0.0001161,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-cluster-version"", pod=""cluster-version-operator-""}",0.0085494,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-config-operator"", pod=""openshift-config-operator-""}",0.006471,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-console-operator"", pod=""console-operator-""}",0.0048817,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-controller-manager"", pod=""controller-manager-""}",0.0033649,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-controller-manager-operator"", pod=""openshift-controller-manager-operator-""}",0.0053552,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-dns"", pod=""dns-default-""}",0.0019988,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-dns"", pod=""node-resolver-""}",0.0009193,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-dns-operator"", pod=""dns-operator-""}",0.0006484,
4.10,4.10.23,worker-2,8h,1,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-registration-agent-""}",0.0045073,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-etcd"", pod=""etcd-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1100287,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-etcd-operator"", pod=""etcd-operator-""}",0.0083523,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-image-registry"", pod=""cluster-image-registry-operator-""}",0.001536,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-image-registry"", pod=""node-ca-""}",0.0002843,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-ingress"", pod=""router-default-""}",0.0016705,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-ingress-canary"", pod=""ingress-canary-""}",0.0001003,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-ingress-operator"", pod=""ingress-operator-""}",0.0029055,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-insights"", pod=""insights-operator-""}",0.0027496,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-kube-apiserver"", pod=""kube-apiserver-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.2823576,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-kube-apiserver-operator"", pod=""kube-apiserver-operator-""}",0.0159969,
4.10,4.10.23,worker-2,8h,1,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-work-agent-""}",0.005151,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-kube-controller-manager"", pod=""kube-controller-manager-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0282042,
4.10,4.10.23,worker-2,8h,1,"{namespace=""openshift-kube-controller-manager-operator"", pod=""kube-controller-manager-operator-""}",0.0097027,
