Version,OCP Version,Cluster,Duration,Iteration,Component,CPU,Steady Workloads - Avg
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-kube-scheduler"", pod=""openshift-kube-scheduler-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0044255,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-kube-scheduler-operator"", pod=""openshift-kube-scheduler-operator-""}",0.0064968,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-kube-storage-version-migrator"", pod=""migrator-""}",0.0001242,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-kube-storage-version-migrator-operator"", pod=""kube-storage-version-migrator-operator-""}",0.0031348,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-local-storage"", pod=""local-storage-operator-""}",0.0004676,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-logging"", pod=""cluster-logging-operator-""}",0.005006,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-logging"", pod=""collector-""}",0.2564574,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-api"", pod=""cluster-autoscaler-operator-""}",0.0008512,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-api"", pod=""cluster-baremetal-operator-""}",0.0004295,
4.10,4.10.8,worker-2,8h,5,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-policyctrl-framework-""}",0.002577,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-api"", pod=""machine-api-operator-""}",0.000569,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-controller-""}",0.0008767,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-daemon-""}",0.0005829,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-operator-""}",0.003233,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-server-""}",0.0000371,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-marketplace"", pod=""marketplace-operator-""}",0.0015813,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""cluster-monitoring-operator-""}",0.0017645,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""kube-state-metrics-""}",0.0017523,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""node-exporter-""}",0.0157334,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""openshift-state-metrics-""}",0.0003103,
4.10,4.10.8,worker-2,8h,5,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-workmgr-""}",0.0018189,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-adapter-""}",0.0037477,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-k8s-0""}",0.1312477,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-""}",0.0018179,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-monitoring"", pod=""thanos-querier-""}",0.0032932,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-multus"", pod=""multus-additional-cni-plugins-""}",0,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-multus"", pod=""multus-admission-controller-""}",0.0006366,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-multus"", pod=""multus-""}",0.0154473,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-multus"", pod=""network-metrics-daemon-""}",0.0007026,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-network-operator"", pod=""network-operator-""}",0.0063416,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-oauth-apiserver"", pod=""apiserver-""}",0.0251441,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-apiserver"", pod=""apiserver-""}",0.0494115,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""catalog-operator-""}",0.0104702,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""olm-operator-""}",0.0765476,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""package-server-manager-""}",0.0004276,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-operator-lifecycle-manager"", pod=""packageserver-""}",0.0041192,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-master-""}",0.0103725,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-node-""}",0.0111728,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-performance-addon-operator"", pod=""performance-operator-""}",0.0004121,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-ptp"", pod=""linuxptp-daemon-""}",0.0033763,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-ptp"", pod=""ptp-operator-""}",0.0005334,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-service-ca"", pod=""service-ca-""}",0.0041246,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-apiserver-operator"", pod=""openshift-apiserver-operator-""}",0.0074252,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-service-ca-operator"", pod=""service-ca-operator-""}",0.0034541,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""network-resources-injector-""}",0.0004734,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""operator-webhook-""}",0.0001833,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-device-plugin-""}",0.0000371,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-config-daemon-""}",0.0043459,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-operator-""}",0.0022012,
4.10,4.10.8,worker-2,8h,5,"{namespace=""vran-acceleration-operators"", pod=""accelerator-discovery-""}",0,
4.10,4.10.8,worker-2,8h,5,"{namespace=""vran-acceleration-operators"", pod=""sriov-fec-controller-manager-""}",0.0020378,
4.10,4.10.8,worker-2,8h,5,"{namespace=""openshift-authentication"", pod=""oauth-openshift-""}",0.0047316,
4.10,4.10.8,worker-2,8h,5,"{groupname=""NetworkManager""}",0.0016639,
4.10,4.10.8,worker-2,8h,5,"{groupname=""agetty""}",0.0008132,
4.10,4.10.8,worker-2,8h,5,"{groupname=""auditd""}",0.0000056,
4.10,4.10.8,worker-2,8h,5,"{groupname=""chronyd""}",0,
4.10,4.10.8,worker-2,8h,5,"{groupname=""crio""}",0.0142299,
4.10,4.10.8,worker-2,8h,5,"{groupname=""dbus-daemon""}",0.0002785,
4.10,4.10.8,worker-2,8h,5,"{groupname=""dnsmasq""}",0.0000437,
4.10,4.10.8,worker-2,8h,5,"{groupname=""irqbalance""}",0.0008701,
4.10,4.10.8,worker-2,8h,5,"{groupname=""kubelet""}",0.1468875,
4.10,4.10.8,worker-2,8h,5,"{groupname=""nm-dispatcher""}",0.0000403,
4.10,4.10.8,worker-2,8h,5,"{groupname=""ovs-vswitchd""}",0.0309239,
4.10,4.10.8,worker-2,8h,5,"{groupname=""ovsdb-server""}",0.0013736,
4.10,4.10.8,worker-2,8h,5,"{groupname=""polkitd""}",0.0000187,
4.10,4.10.8,worker-2,8h,5,"{groupname=""rdma-ndd""}",0,
4.10,4.10.8,worker-2,8h,5,"{groupname=""rpc.statd""}",0,
4.10,4.10.8,worker-2,8h,5,"{groupname=""rpcbind""}",0,
4.10,4.10.8,worker-2,8h,5,"{groupname=""sshd""}",0,
4.10,4.10.8,worker-2,8h,5,"{groupname=""sssd""}",0.000034,
4.10,4.10.8,worker-2,8h,5,"{groupname=""stalld""}",0.0096313,
4.10,4.10.8,worker-2,8h,5,"{groupname=""systemd""}",0.0005083,
4.10,4.10.8,worker-2,8h,5,"{groupname=""systemd-journald""}",0.0001917,
4.10,4.10.8,worker-2,8h,5,"{groupname=""systemd-logind""}",0.0000125,
4.10,4.10.8,worker-2,8h,5,"{groupname=""systemd-udevd""}",0.0000028,
4.10,4.10.8,worker-2,8h,5,"{groupname=""unbound-anchor""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""NetworkManager""}",0.0026671,1.8374783
4.10,4.10.8,worker-2,8h,4,"{groupname=""agetty""}",0.0010002,
4.10,4.10.8,worker-2,8h,4,"{groupname=""auditd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""chronyd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""crio""}",0.0176685,
4.10,4.10.8,worker-2,8h,4,"{groupname=""dbus-daemon""}",0.0006668,
4.10,4.10.8,worker-2,8h,4,"{groupname=""dnsmasq""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""irqbalance""}",0.0016669,
4.10,4.10.8,worker-2,8h,4,"{groupname=""kubelet""}",0.3153659,
4.10,4.10.8,worker-2,8h,4,"{groupname=""nm-dispatcher""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""ovs-vswitchd""}",0.0313361,
4.10,4.10.8,worker-2,8h,4,"{groupname=""ovsdb-server""}",0.0020002,
4.10,4.10.8,worker-2,8h,4,"{groupname=""polkitd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""rdma-ndd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""rpc.statd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""rpcbind""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""sshd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""sssd""}",0.0003334,
4.10,4.10.8,worker-2,8h,4,"{groupname=""stalld""}",0.0093342,
4.10,4.10.8,worker-2,8h,4,"{groupname=""systemd""}",0.0010002,
4.10,4.10.8,worker-2,8h,4,"{groupname=""systemd-journald""}",0.0003334,
4.10,4.10.8,worker-2,8h,4,"{groupname=""systemd-logind""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""systemd-udevd""}",0,
4.10,4.10.8,worker-2,8h,4,"{groupname=""unbound-anchor""}",0,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-""}",0.0046985,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-registration-agent-""}",0.0047627,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-authentication-operator"", pod=""authentication-operator-""}",0.018312,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cloud-controller-manager-operator"", pod=""cluster-cloud-controller-manager-operator-""}",0.0010736,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cloud-credential-operator"", pod=""cloud-credential-operator-""}",0.0019972,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-machine-approver"", pod=""machine-approver-""}",0.0017504,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""cluster-node-tuning-operator-""}",0.0002561,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""tuned-""}",0.0002179,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-samples-operator"", pod=""cluster-samples-operator-""}",0.0024999,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-storage-operator"", pod=""cluster-storage-operator-""}",0.0038496,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-""}",0.0001433,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-operator-""}",0.0034287,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-work-agent-""}",0.0049895,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-webhook-""}",0.0001104,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-cluster-version"", pod=""cluster-version-operator-""}",0.0078546,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-config-operator"", pod=""openshift-config-operator-""}",0.0066853,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-console-operator"", pod=""console-operator-""}",0.0052868,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-controller-manager"", pod=""controller-manager-""}",0.0040559,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-controller-manager-operator"", pod=""openshift-controller-manager-operator-""}",0.0050423,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-dns"", pod=""dns-default-""}",0.002965,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-dns"", pod=""node-resolver-""}",0.0009642,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-dns-operator"", pod=""dns-operator-""}",0.000769,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-etcd"", pod=""etcd-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1438601,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-operator-""}",0.0208923,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-etcd-operator"", pod=""etcd-operator-""}",0.0081987,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-image-registry"", pod=""cluster-image-registry-operator-""}",0.0013928,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-image-registry"", pod=""node-ca-""}",0.0002941,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ingress"", pod=""router-default-""}",0.002026,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ingress-canary"", pod=""ingress-canary-""}",0.0000973,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ingress-operator"", pod=""ingress-operator-""}",0.0024583,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-insights"", pod=""insights-operator-""}",0.0028481,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-apiserver"", pod=""kube-apiserver-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.411873,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-apiserver-operator"", pod=""kube-apiserver-operator-""}",0.0150438,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-controller-manager"", pod=""kube-controller-manager-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.029011,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-policyctrl-config-policy-""}",0.0335403,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-controller-manager-operator"", pod=""kube-controller-manager-operator-""}",0.009654,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-scheduler"", pod=""openshift-kube-scheduler-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0044061,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-scheduler-operator"", pod=""openshift-kube-scheduler-operator-""}",0.0065096,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-storage-version-migrator"", pod=""migrator-""}",0.0001279,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-kube-storage-version-migrator-operator"", pod=""kube-storage-version-migrator-operator-""}",0.0031317,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-local-storage"", pod=""local-storage-operator-""}",0.000467,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-logging"", pod=""cluster-logging-operator-""}",0.0050097,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-logging"", pod=""collector-""}",0.2553417,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-api"", pod=""cluster-autoscaler-operator-""}",0.0008498,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-api"", pod=""cluster-baremetal-operator-""}",0.0004282,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-policyctrl-framework-""}",0.0025907,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-api"", pod=""machine-api-operator-""}",0.0005621,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-controller-""}",0.0008993,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-daemon-""}",0.0005779,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-operator-""}",0.0032591,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-machine-config-operator"", pod=""machine-config-server-""}",0.0000357,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-marketplace"", pod=""marketplace-operator-""}",0.0015749,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""cluster-monitoring-operator-""}",0.0017936,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""kube-state-metrics-""}",0.0017542,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""node-exporter-""}",0.0155594,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""openshift-state-metrics-""}",0.0003111,
4.10,4.10.8,worker-2,8h,4,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-workmgr-""}",0.0018225,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""prometheus-adapter-""}",0.0037332,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""prometheus-k8s-0""}",0.1312932,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""prometheus-operator-""}",0.0018312,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-monitoring"", pod=""thanos-querier-""}",0.00329,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-multus"", pod=""multus-additional-cni-plugins-""}",0,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-multus"", pod=""multus-admission-controller-""}",0.0006317,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-multus"", pod=""multus-""}",0.0153924,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-multus"", pod=""network-metrics-daemon-""}",0.0007097,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-network-operator"", pod=""network-operator-""}",0.0064174,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-oauth-apiserver"", pod=""apiserver-""}",0.0251415,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-apiserver"", pod=""apiserver-""}",0.0493636,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-operator-lifecycle-manager"", pod=""catalog-operator-""}",0.0104965,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-operator-lifecycle-manager"", pod=""olm-operator-""}",0.0771634,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-operator-lifecycle-manager"", pod=""package-server-manager-""}",0.0004261,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-operator-lifecycle-manager"", pod=""packageserver-""}",0.0041234,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-master-""}",0.0098031,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ovn-kubernetes"", pod=""ovnkube-node-""}",0.0111422,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-performance-addon-operator"", pod=""performance-operator-""}",0.000414,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ptp"", pod=""linuxptp-daemon-""}",0.0033795,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-ptp"", pod=""ptp-operator-""}",0.0005463,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-service-ca"", pod=""service-ca-""}",0.0041357,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-apiserver-operator"", pod=""openshift-apiserver-operator-""}",0.0074021,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-service-ca-operator"", pod=""service-ca-operator-""}",0.0034569,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-sriov-network-operator"", pod=""network-resources-injector-""}",0.0004167,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-sriov-network-operator"", pod=""operator-webhook-""}",0.0001889,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-device-plugin-""}",0.0000362,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-config-daemon-""}",0.0043441,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-sriov-network-operator"", pod=""sriov-network-operator-""}",0.0021971,
4.10,4.10.8,worker-2,8h,4,"{namespace=""vran-acceleration-operators"", pod=""accelerator-discovery-""}",0,
4.10,4.10.8,worker-2,8h,4,"{namespace=""vran-acceleration-operators"", pod=""sriov-fec-controller-manager-""}",0.0020141,
4.10,4.10.8,worker-2,8h,4,"{namespace=""openshift-authentication"", pod=""oauth-openshift-""}",0.0047003,
4.10,4.10.8,worker-2,8h,3,"{groupname=""NetworkManager""}",0.0015517,1.6481803
4.10,4.10.8,worker-2,8h,3,"{groupname=""agetty""}",0.0008307,
4.10,4.10.8,worker-2,8h,3,"{groupname=""auditd""}",0.0000042,
4.10,4.10.8,worker-2,8h,3,"{groupname=""chronyd""}",0,
4.10,4.10.8,worker-2,8h,3,"{groupname=""crio""}",0.0145962,
4.10,4.10.8,worker-2,8h,3,"{groupname=""dbus-daemon""}",0.0002938,
4.10,4.10.8,worker-2,8h,3,"{groupname=""dnsmasq""}",0.0000382,
4.10,4.10.8,worker-2,8h,3,"{groupname=""irqbalance""}",0.0008876,
4.10,4.10.8,worker-2,8h,3,"{groupname=""kubelet""}",0.1453515,
4.10,4.10.8,worker-2,8h,3,"{groupname=""nm-dispatcher""}",0.0000347,
4.10,4.10.8,worker-2,8h,3,"{groupname=""ovs-vswitchd""}",0.0303415,
4.10,4.10.8,worker-2,8h,3,"{groupname=""ovsdb-server""}",0.0012959,
4.10,4.10.8,worker-2,8h,3,"{groupname=""polkitd""}",0.0000187,
4.10,4.10.8,worker-2,8h,3,"{groupname=""rdma-ndd""}",0,
4.10,4.10.8,worker-2,8h,3,"{groupname=""rpc.statd""}",0,
4.10,4.10.8,worker-2,8h,3,"{groupname=""rpcbind""}",0.0000007,
4.10,4.10.8,worker-2,8h,3,"{groupname=""sshd""}",0,
4.10,4.10.8,worker-2,8h,3,"{groupname=""sssd""}",0.0000368,
4.10,4.10.8,worker-2,8h,3,"{groupname=""stalld""}",0.0093826,
4.10,4.10.8,worker-2,8h,3,"{groupname=""systemd""}",0.0005681,
4.10,4.10.8,worker-2,8h,3,"{groupname=""systemd-journald""}",0.0002278,
4.10,4.10.8,worker-2,8h,3,"{groupname=""systemd-logind""}",0.0000111,
4.10,4.10.8,worker-2,8h,3,"{groupname=""systemd-udevd""}",0.0000028,
4.10,4.10.8,worker-2,8h,3,"{groupname=""unbound-anchor""}",0,
4.10,4.10.8,worker-2,8h,3,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-""}",0.0046339,
4.10,4.10.8,worker-2,8h,3,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-registration-agent-""}",0.004772,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-authentication-operator"", pod=""authentication-operator-""}",0.0181069,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cloud-controller-manager-operator"", pod=""cluster-cloud-controller-manager-operator-""}",0.0010638,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cloud-credential-operator"", pod=""cloud-credential-operator-""}",0.0019288,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-machine-approver"", pod=""machine-approver-""}",0.0017358,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""cluster-node-tuning-operator-""}",0.0002565,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-node-tuning-operator"", pod=""tuned-""}",0.0002172,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-samples-operator"", pod=""cluster-samples-operator-""}",0.0025992,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-storage-operator"", pod=""cluster-storage-operator-""}",0.0038312,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-""}",0.0001484,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-controller-operator-""}",0.003423,
4.10,4.10.8,worker-2,8h,3,"{namespace=""open-cluster-management-agent"", pod=""klusterlet-work-agent-""}",0.0049748,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-storage-operator"", pod=""csi-snapshot-webhook-""}",0.000114,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-cluster-version"", pod=""cluster-version-operator-""}",0.0079073,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-config-operator"", pod=""openshift-config-operator-""}",0.0067179,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-console-operator"", pod=""console-operator-""}",0.0052221,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-controller-manager"", pod=""controller-manager-""}",0.0035035,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-controller-manager-operator"", pod=""openshift-controller-manager-operator-""}",0.0046384,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-dns"", pod=""dns-default-""}",0.0029317,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-dns"", pod=""node-resolver-""}",0.0009663,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-dns-operator"", pod=""dns-operator-""}",0.0007486,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-etcd"", pod=""etcd-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1370708,
4.10,4.10.8,worker-2,8h,3,"{namespace=""open-cluster-management-agent-addon"", pod=""klusterlet-addon-operator-""}",0.0210517,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-etcd-operator"", pod=""etcd-operator-""}",0.0083057,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-image-registry"", pod=""cluster-image-registry-operator-""}",0.0013897,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-image-registry"", pod=""node-ca-""}",0.000293,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-ingress"", pod=""router-default-""}",0.0015972,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-ingress-canary"", pod=""ingress-canary-""}",0.0000969,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-ingress-operator"", pod=""ingress-operator-""}",0.0024792,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-insights"", pod=""insights-operator-""}",0.00284,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-kube-apiserver"", pod=""kube-apiserver-worker-2.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.4117804,
4.10,4.10.8,worker-2,8h,3,"{namespace=""openshift-kube-apiserver-operator"", pod=""kube-apiserver-operator-""}",0.0153822,
