Version,OCP Version,Cluster,Duration,Iteration,Scenario,Type,CPU,Max CPU
4.11,4.11.6,worker-1,8h,2,workloadlaunch,infra pods,1.9657055,
4.11,4.11.6,worker-1,8h,2,mustgather,os daemon,1.0353333,3.5121748
4.11,4.11.6,worker-1,8h,2,mustgather,infra pods,2.4768414,
4.11,4.11.6,worker-1,8h,2,promquery,os daemon,0.3766667,2.8966067
4.11,4.11.6,worker-1,8h,2,promquery,infra pods,2.5412733,
4.11,4.11.6,worker-1,8h,2,steadyworkload,os daemon,0.4013333,2.3512762
4.11,4.11.6,worker-1,8h,2,steadyworkload,infra pods,2.0004197,
4.11,4.11.6,worker-1,8h,3,idle,os daemon,0.248,2.0830706
4.11,4.11.6,worker-1,8h,3,idle,infra pods,1.8884039,
4.11,4.11.6,worker-1,8h,3,workloadlaunch,os daemon,0.7673333,2.5871596
4.11,4.11.6,worker-1,8h,3,workloadlaunch,infra pods,2.0721835,
4.11,4.11.6,worker-1,8h,3,mustgather,os daemon,0.5633333,3.1125191
4.11,4.11.6,worker-1,8h,3,mustgather,infra pods,2.6556069,
4.11,4.11.6,worker-1,8h,3,promquery,os daemon,0.33,2.961263
4.11,4.11.6,worker-1,8h,3,promquery,infra pods,2.689263,
4.11,4.11.6,worker-1,8h,3,steadyworkload,os daemon,0.318,2.2508586
4.11,4.11.6,worker-1,8h,3,steadyworkload,infra pods,2.0141919,
4.11,4.11.6,worker-1,8h,4,idle,os daemon,0.2313333,2.1326375
4.11,4.11.6,worker-1,8h,4,idle,infra pods,1.9527541,
4.11,4.11.6,worker-1,8h,4,workloadlaunch,os daemon,0.5673333,2.3554257
4.11,4.11.6,worker-1,8h,4,workloadlaunch,infra pods,1.963383,
4.11,4.11.6,worker-1,8h,4,mustgather,os daemon,0.5,2.6800535
4.11,4.11.6,worker-1,8h,4,mustgather,infra pods,2.3687202,
4.11,4.11.6,worker-1,8h,4,promquery,os daemon,0.3006667,2.7241207
4.11,4.11.6,worker-1,8h,4,promquery,infra pods,2.423454,
4.11,4.11.6,worker-1,8h,4,steadyworkload,os daemon,0.3326667,2.2862489
4.11,4.11.6,worker-1,8h,4,steadyworkload,infra pods,2.0188098,
4.12,4.12.0-rc.7,cnfdf35,8h,1,idle,os daemon,0.2486667,1.185287
4.12,4.12.0-rc.7,cnfdf35,8h,1,idle,infra pods,0.9570492,
4.12,4.12.0-rc.7,cnfdf35,8h,1,workloadlaunch,os daemon,0.9766667,1.8714771
4.12,4.12.0-rc.7,cnfdf35,8h,1,workloadlaunch,infra pods,1.1605437,
4.12,4.12.0-rc.7,cnfdf35,8h,1,mustgather,os daemon,0.5253333,2.1518722
4.12,4.12.0-rc.7,cnfdf35,8h,1,mustgather,infra pods,1.8106076,
4.12,4.12.0-rc.7,cnfdf35,8h,1,promquery,os daemon,0.4851393,2.213086
4.12,4.12.0-rc.7,cnfdf35,8h,1,promquery,infra pods,1.813086,
4.12,4.12.0-rc.7,cnfdf35,8h,1,steadyworkload,os daemon,0.436,1.4085597
4.12,4.12.0-rc.7,cnfdf35,8h,1,steadyworkload,infra pods,1.2025597,
4.11,4.11.6,cnfdf35,8h,1,idle,os daemon,0.256,1.3625601
4.11,4.11.6,cnfdf35,8h,1,idle,infra pods,1.1412268,
4.11,4.11.6,cnfdf35,8h,1,workloadlaunch,os daemon,2.3693333,3.4740474
4.11,4.11.6,cnfdf35,8h,1,workloadlaunch,infra pods,1.1047141,
4.11,4.11.6,cnfdf35,8h,1,mustgather,os daemon,0.8613333,1.9354354
4.11,4.11.6,cnfdf35,8h,1,mustgather,infra pods,1.4411945,
4.11,4.11.6,cnfdf35,8h,1,promquery,os daemon,0.4242707,1.853291
4.11,4.11.6,cnfdf35,8h,1,promquery,infra pods,1.5010326,
4.11,4.11.6,cnfdf35,8h,1,steadyworkload,os daemon,0.4466667,1.581228
4.11,4.11.6,cnfdf35,8h,1,steadyworkload,infra pods,1.2803538,
