Version,OCP Version,Cluster,Duration,Iteration,Component,CPU,Steady Workloads - Avg,Kernel,Sideloaded
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent-addon"",pod=""config-policy-controller-""}",0.005713,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent-addon"",pod=""governance-policy-framework-""}",0.0058635,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent-addon"",pod=""klusterlet-addon-workmgr-""}",0.0019773,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-""}",0.0048706,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-registration-agent-""}",0.0048936,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-work-agent-""}",0.0051128,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-apiserver-operator"",pod=""openshift-apiserver-operator-""}",0.008705,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-apiserver"",pod=""apiserver-""}",0.0498736,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-authentication-operator"",pod=""authentication-operator-""}",0.0188363,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-authentication"",pod=""oauth-openshift-""}",0.0042841,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cloud-controller-manager-operator"",pod=""cluster-cloud-controller-manager-operator-""}",0.0008828,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cloud-credential-operator"",pod=""cloud-credential-operator-""}",0.002368,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-machine-approver"",pod=""machine-approver-""}",0.0015715,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-node-tuning-operator"",pod=""cluster-node-tuning-operator-""}",0.0010821,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-node-tuning-operator"",pod=""tuned-""}",0.0011421,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-samples-operator"",pod=""cluster-samples-operator-""}",0.0021063,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-storage-operator"",pod=""cluster-storage-operator-""}",0.0047201,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-controller-""}",0.0001297,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-controller-operator-""}",0.0051883,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-webhook-""}",0.0002982,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-cluster-version"",pod=""cluster-version-operator-""}",0.0121459,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-config-operator"",pod=""openshift-config-operator-""}",0.0068354,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-console-operator"",pod=""console-operator-""}",0.0060539,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-controller-manager-operator"",pod=""openshift-controller-manager-operator-""}",0.0060147,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-controller-manager"",pod=""controller-manager-""}",0.0040118,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-dns-operator"",pod=""dns-operator-""}",0.0006913,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-dns"",pod=""dns-default-""}",0.0038204,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-dns"",pod=""node-resolver-""}",0.0010275,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-etcd-operator"",pod=""etcd-operator-""}",0.0097845,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-etcd"",pod=""etcd-worker-1.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1654195,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-image-registry"",pod=""cluster-image-registry-operator-""}",0.0018319,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-image-registry"",pod=""node-ca-""}",0.0003247,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ingress-canary"",pod=""ingress-canary-""}",0.0000845,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ingress-operator"",pod=""ingress-operator-""}",0.0019026,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ingress"",pod=""router-default-""}",0.0023208,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-insights"",pod=""insights-operator-""}",0.0029602,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-apiserver-operator"",pod=""kube-apiserver-operator-""}",0.0222814,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-apiserver"",pod=""kube-apiserver-worker-1.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.6252169,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-controller-manager-operator"",pod=""kube-controller-manager-operator-""}",0.012109,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-controller-manager"",pod=""kube-controller-manager-worker-1.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0333426,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-scheduler-operator"",pod=""openshift-kube-scheduler-operator-""}",0.0075336,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-scheduler"",pod=""openshift-kube-scheduler-worker-1.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0040693,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-storage-version-migrator-operator"",pod=""kube-storage-version-migrator-operator-""}",0.0031266,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-kube-storage-version-migrator"",pod=""migrator-""}",0.0001754,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-local-storage"",pod=""local-storage-operator-""}",0.0003853,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-logging"",pod=""cluster-logging-operator-""}",0.0087281,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-logging"",pod=""collector-""}",0.2047327,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-api"",pod=""cluster-autoscaler-operator-""}",0.0012618,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-api"",pod=""cluster-baremetal-operator-""}",0.0006041,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-api"",pod=""machine-api-operator-""}",0.0006192,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-config-operator"",pod=""machine-config-controller-""}",0.0020523,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-config-operator"",pod=""machine-config-daemon-""}",0.0005883,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-config-operator"",pod=""machine-config-operator-""}",0.0036673,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-machine-config-operator"",pod=""machine-config-server-""}",0.0000406,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-marketplace"",pod=""marketplace-operator-""}",0.0017039,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""cluster-monitoring-operator-""}",0.0037339,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""kube-state-metrics-""}",0.0021281,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""node-exporter-""}",0.0055132,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""openshift-state-metrics-""}",0.0003181,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""prometheus-adapter-""}",0.005312,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""prometheus-k8s-0""}",0.124715,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""prometheus-operator-""}",0.0008886,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""prometheus-operator-admission-webhook-""}",0.0037543,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-monitoring"",pod=""thanos-querier-""}",0.0032252,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-multus"",pod=""multus-""}",0.0167144,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-multus"",pod=""multus-additional-cni-plugins-""}",0,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-multus"",pod=""multus-admission-controller-""}",0.0008101,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-multus"",pod=""network-metrics-daemon-""}",0.0006603,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-network-operator"",pod=""network-operator-""}",0.0066682,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-oauth-apiserver"",pod=""apiserver-""}",0.0318002,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-operator-lifecycle-manager"",pod=""catalog-operator-""}",0.0109347,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-operator-lifecycle-manager"",pod=""olm-operator-""}",0.2384683,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-operator-lifecycle-manager"",pod=""packageserver-""}",0.0039255,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-operator-lifecycle-manager"",pod=""package-server-manager-""}",0.0003649,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ovn-kubernetes"",pod=""ovnkube-master-""}",0.008189,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ovn-kubernetes"",pod=""ovnkube-node-""}",0.020313,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ptp"",pod=""linuxptp-daemon-""}",0.0038148,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-ptp"",pod=""ptp-operator-""}",0.0005727,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-service-ca-operator"",pod=""service-ca-operator-""}",0.0036599,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-service-ca"",pod=""service-ca-""}",0.0045794,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-sriov-network-operator"",pod=""network-resources-injector-""}",0.0011613,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-sriov-network-operator"",pod=""operator-webhook-""}",0.0005463,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-sriov-network-operator"",pod=""sriov-device-plugin-""}",0.0000353,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-sriov-network-operator"",pod=""sriov-network-config-daemon-""}",0.0047491,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""openshift-sriov-network-operator"",pod=""sriov-network-operator-""}",0.0008927,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""vran-acceleration-operators"",pod=""accelerator-discovery-""}",0,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""vran-acceleration-operators"",pod=""sriov-fec-controller-manager-""}",0.0027749,,,No
4.11,4.11.6,worker-1,8h,4,"{namespace=""vran-acceleration-operators"",pod=""sriov-fec-controller-manager-""}",0.0030517,,,No
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""agetty""}",0.0042488,4.135367,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_63,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""auditd""}",0.0000014,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""bash""}",0,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""crio""}",0.0187623,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""dbus-daemon""}",0.0001474,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""dnsmasq""}",0.0000653,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""irqbalance""}",0.0008133,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""kubelet""}",0.2274294,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""(-mask.sh)""}",0,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""NetworkManager""}",0.000974,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""ovsdb-server""}",0.0021717,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""ovs-vswitchd""}",0.0322743,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""polkitd""}",0.0000035,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""rdma-ndd""}",0.0000021,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""rpcbind""}",0.0000007,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""rpc.statd""}",0,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""sshd""}",0,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""sssd""}",0.0001356,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""stalld""}",0.018482,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""systemd""}",0.0003143,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""systemd-journald""}",0.0002934,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""systemd-logind""}",0.0000049,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{groupname=""systemd-udevd""}",0.0002121,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""amq-router"",pod=""amq-router-""}",0.0004852,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""amq-router"",pod=""interconnect-operator-""}",0.0026438,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent-addon"",pod=""config-policy-controller-""}",0.0048239,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent-addon"",pod=""governance-policy-framework-""}",0.0059857,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent-addon"",pod=""klusterlet-addon-workmgr-""}",0.0018569,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-""}",0.0042479,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-registration-agent-""}",0.0041098,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""open-cluster-management-agent"",pod=""klusterlet-work-agent-""}",0.0048333,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-apiserver-operator"",pod=""openshift-apiserver-operator-""}",0.0076415,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-apiserver"",pod=""apiserver-""}",0.0227805,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-authentication-operator"",pod=""authentication-operator-""}",0.0338874,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-authentication"",pod=""oauth-openshift-""}",0.0038951,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-bare-metal-events"",pod=""hw-event-proxy-operator-controller-manager-""}",0.0022854,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cloud-controller-manager-operator"",pod=""cluster-cloud-controller-manager-operator-""}",0.0007813,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cloud-credential-operator"",pod=""cloud-credential-operator-""}",0.0020577,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-machine-approver"",pod=""machine-approver-""}",0.001399,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-node-tuning-operator"",pod=""cluster-node-tuning-operator-""}",0.0010266,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-node-tuning-operator"",pod=""tuned-""}",0.0010465,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-samples-operator"",pod=""cluster-samples-operator-""}",0.0020358,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-storage-operator"",pod=""cluster-storage-operator-bff9cf-""}",0.0024892,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-controller-""}",0.0001331,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-controller-operator-""}",0.0018391,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-storage-operator"",pod=""csi-snapshot-webhook-""}",0.0002813,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-cluster-version"",pod=""cluster-version-operator-""}",0.008144,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-config-operator"",pod=""openshift-config-operator-""}",0.0050538,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-console-operator"",pod=""console-operator-""}",0.0048438,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-controller-manager-operator"",pod=""openshift-controller-manager-operator-""}",0.0044557,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-controller-manager"",pod=""controller-manager-""}",0.0048545,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-dns-operator"",pod=""dns-operator-""}",0.0006661,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-dns"",pod=""dns-default-""}",0.0042437,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-dns"",pod=""node-resolver-""}",0.0009103,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-etcd-operator"",pod=""etcd-operator-""}",0.0122155,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-etcd"",pod=""etcd-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.1090421,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-image-registry"",pod=""cluster-image-registry-operator-""}",0.0016061,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-image-registry"",pod=""node-ca-""}",0.0003006,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-ingress-canary"",pod=""ingress-canary-""}",0.0000896,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-ingress-operator"",pod=""ingress-operator-""}",0.0023868,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-ingress"",pod=""router-default-""}",0.001827,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-insights"",pod=""insights-operator-""}",0.0013156,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-apiserver-operator"",pod=""kube-apiserver-operator-""}",0.0182601,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-apiserver"",pod=""kube-apiserver-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.2815868,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-controller-manager-operator"",pod=""kube-controller-manager-operator-""}",0.0089142,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-controller-manager"",pod=""kube-controller-manager-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0252969,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-scheduler-operator"",pod=""openshift-kube-scheduler-operator-""}",0.0051009,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-scheduler"",pod=""openshift-kube-scheduler-worker-0.cluster1.savanna.lab.eng.rdu2.redhat.com""}",0.0037398,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-storage-version-migrator-operator"",pod=""kube-storage-version-migrator-operator-""}",0.0027338,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-kube-storage-version-migrator"",pod=""migrator-""}",0.0001572,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-local-storage"",pod=""local-storage-operator-""}",0.0005768,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
4.12,4.12.0-0.nightly-2022-10-24-103753-spr,worker-0,8h,1,"{namespace=""openshift-logging"",pod=""cluster-logging-operator-""}",0.0094056,,4.18.0-372.32.1.rt7.189.el8_6.spr.x86_64,Yes
